Feature,CURIE,Definition,Synonyms,PPMI,BIOFIND,LuxPARK,LCC,PRoBaND,OPDC,OMOP,Fox Insight
PET - Tau,,Positron emission tomography - Tau,,TAU_SUVR_CBM,,,,,,,
